texto,respuesta,etiqueta,area_origen
Modelo OSI: ¿Cuál es la función central de la Capa de Enlace de Datos (Capa 2)?,Proporcionar tránsito de datos a través de un enlace físico directo. Utiliza direcciones MAC (físicas) y detecta errores en las tramas (frames) mediante sumas de verificación.,1,arquitectura-computadoras
Contradiccion,Expresion que siempre es falsa.,0,algoritmia
Polimorfismo,Capacidad de un objeto de tomar diferentes formas o comportarse de manera distinta segun el contexto,2,programacion-objetos
"Minería de Datos: ¿Qué es la ""Confianza"" (Confidence) en Reglas de Asociación?",Métrica lógica que indica la probabilidad de que se compre el producto B dado que el usuario ya compró el producto A.,3,computo-distribuido
Trheat landscape: Phishing de actualización de contraseña institucional,Escenario: Correo,2,ciberseguridad
Tipos de ataques,Interrupcion,2,ciberseguridad
Leyes de Morgan,$\neg(P \land Q)$ es equivalente a $\neg P \lor \neg Q$.,0,algoritmia
¿En qué se fundamenta el Paradigma Funcional?,Trata la computación como la evaluación de funciones matemáticas. Evita arquitectónicamente el estado compartido y la mutación de datos.,2,lenguajes-programacion
Que es seguridad?,"Proteger ciertos ""activos/recursos"" valiosos en contra de ""amenazas/intrusos""",2,ciberseguridad
Si ClaseA tiene un método private,"¿puede ClaseB (que hereda de A) llamarlo?,No",2,programacion-objetos
¿Qué estructura soporta lógicamente el búfer de una impresora o las solicitudes de un servidor web?,Una Cola (Queue),0,algoritmia-2
Que es un destructor?,Se encarga de liberar recursos cuando un objeto deja de existir,2,programacion-objetos
Cuales son los objetivos de EDA?,Entender datos antes de modelar,3,inteligencia-computacional
¿Cuál es el objetivo principal de la normalización en las bases de datos relacionales?,Eliminar la redundancia de datos y minimizar las anomalías de actualización,2,Sistema-base-datos
¿Qué ocurre en una arquitectura Maestro-Esclavo (Leader-Follower) si el nodo Maestro cae?,"Los nodos esclavos detectan la ausencia mediante ""Heartbeats"" perdidos e inician automáticamente un algoritmo lógico de Elección de Líder para promover un nuevo Maestro.",3,computo-distribuido
"¿Qué es una ""Colisión"" en una Tabla Hash y cómo se resuelve lógicamente?","Ocurre cuando dos llaves distintas generan el mismo índice. Se resuelve con ""Encadenamiento"" (creando una lista enlazada en ese índice) o ""Sondeo Abierto"" (buscando el siguiente índice vacío).",0,algoritmia-2
Partes de matriz confusion,Verdadero Posito,3,inteligencia-computacional
"Qué significa que una heurística sea ""Admisible""?",Que nunca sobreestima el costo real para alcanzar el objetivo.,3,computo-inteligente
La herencia siempre es mejor que la composición,"Falso, ""Favorece la composición sobre la herencia"" es una regla de diseño común",2,programacion-objetos
¿Qué es el Aislamiento (ACID)?,"Las transacciones concurrentes deben ejecutarse sin afectarse entre sí, simulando secuencialidad.",2,base-datos
Caso Práctico: Se realizan las siguientes operaciones en una Pila vacía: Push(A),"Push(B), Pop(), Push(C). ¿Qué elemento queda al tope?",0,algoritmia
Que es un codificador de Vigenere,"Corrientes lineales, pero diferentes para cada letra",2,ciberseguridad
En la minería de datos,"tener demasiadas variables predictivas y un modelo muy complejo siempre producirá mejores predicciones en el mundo real,Falso",3,computo-distribuido
Una tabla de 'Logs_Auditoria' está colapsando el servidor porque recibe cientos de miles de inserciones diarias y nunca se actualizan. ¿Qué arquitectura física aplicas?,Particionamiento horizontal de la tabla (Partitioning) por rangos de fecha (ej. por mes).,2,base-datos
¿Qué es el Teorema CAP?,"Principio de sistemas distribuidos: solo puedes garantizar simultáneamente dos de tres propiedades: Consistencia, Disponibilidad (Availability) y Tolerancia a Particiones.",2,base-datos
Qué hace el Program Counter (Contador de Programa)?,Es un registro especial que almacena la dirección de memoria de la siguiente instrucción que la CPU debe ejecutar.,1,arquitectura-computadoras
Metodos HTTP: Uso semantico de GET,"POST, PUT, DELETE",3,inteligencia-computacional
En recorridos de árboles lógicos,"¿en qué orden se visitan los nodos en In-Order?,Subárbol Izquierdo -> Nodo Raíz -> Subárbol Derecho. (En un BST, esto devuelve los valores ordenados de menor a mayor).",0,algoritmia-2
Como gestionar y almacenar una llave,No almacenar en texto plano,2,ciberseguridad
Sobrecarga (Overloading),Dos o mas metodos con el mismo nombre pero diferente firma,2,programacion-objetos
Fechas,"Convertir columna fecha en columnas separadas para el año, mes y dia",3,inteligencia-computacional
El Pipelining no procesa varias cosas a la vez en el mismo estado,"sino que actúa como una cadena de montaje: mientras una instrucción está en la fase final, otra está a la mitad y otra apenas entra.",1,arquitectura-computadoras
Qué es DMA (Direct Memory Access)?,"Subsistema que permite a los periféricos transferir datos directamente a la RAM sin intervención continua de la CPU, liberando al procesador para otras tareas.",1,arquitectura-computadoras
¿Qué diferencia hay entre un Semáforo y un Mutex?,Un Mutex permite el acceso a solo un hilo a la vez (binario). Un Semáforo tiene un contador lógico que permite el acceso a N cantidad de hilos simultáneamente (ej. limitar una conexión a 5 hilos máximo).,1,arquitectura-computadoras
Capa de SBD en 3-Tier,"Almacena y gestiona acceso a los datos (MySQL,Oracle)",2,Sistema-base-datos
Interseccion,Elementos que estan en ambos simultaneamente,0,algoritmia
"¿Qué es un ""Reloj Lógico"" (ej. Algoritmo de Lamport)?","Un mecanismo de software que, en lugar de medir el tiempo real, asigna contadores lógicos a los eventos para establecer un estricto orden cronológico (""qué pasó antes de qué"") en el sistema distribuido.",3,computo-distribuido
¿Qué es un Árbol de Sintaxis Abstracta (AST)?,Representación de estructura de datos jerárquica (árbol) del código fuente que elimina detalles de formato (como paréntesis) y refleja puramente la lógica matemática y de control.,1,arquitectura-computadoras
Que es FastAPI?,Framework moderno y alto rendimiento para APIs en Python,3,inteligencia-computacional
Diseñas un enrutador de red. Cuando recibe paquetes los manda uno por uno al canal de salida en el orden que llegaron. Si la red se congestiona,"guarda los paquetes en memoria. ¿Qué estructura estás utilizando?,Cola (Queue / FIFO)",0,algoritmia-2
¿Cuál de las siguientes afirmaciones es verdadera sobre la Forma Normal de Boyce-Codd (BCNF)?,"Una relación está en BCNF si y solo si, para cada dependencia funcional X → Y, X es una superclave.",2,Sistema-base-datos
¿Qué es el Algoritmo K-Means?,"Algoritmo lógico de Clustering que agrupa los datos en 'K' grupos, asignando iterativamente cada punto al centroide más cercano hasta que los grupos se estabilicen.",3,computo-distribuido
¿Qué es un Árbol de Decisión?,Un modelo que divide los datos jerárquicamente basándose en preguntas sobre sus atributos.,3,computo-inteligente
Caracteristica principal de un problema de regresion,Predice un valor numerico,3,inteligencia-computacional
¿Cómo funciona Depth-First Search (DFS)?,Explora el camino más profundo posible antes de retroceder (backtracking).,3,computo-inteligente
Negacion (NOT),Invierte el valor de verdad,0,algoritmia
DROP TABLE borra los datos pero deja intactos los triggers y permisos asociados a la estructura,Falso,2,base-datos
¿Qué es un Trigger (Disparador)?,"Lógica que se ejecuta automáticamente en respuesta a eventos DML (INSERT, UPDATE, DELETE) en una tabla específica.",2,base-datos
¿Cuál es la diferencia lógica entre Aprendizaje Supervisado y No Supervisado?,Supervisado: Se entrena al modelo con datos históricos etiquetados (se conoce el resultado esperado).,3,computo-distribuido
Curva ROC y AUC pt 2.,Se puede calcular el area bajo la curva que proporciona medida agregada del rendimiento del modelo en todos los umbrales posibles.,3,inteligencia-computacional
Que es el principio de Kerchoffs?,"Debe ser seguro incluso si todo sobre el sistema, excepto la clave es de conocimiento publico.",2,ciberseguridad
¿Qué es la Entropía en minería de datos?,Una medida del desorden o impureza en un conjunto de datos.,3,computo-inteligente
En el Teorema CAP,"¿qué es la ""Disponibilidad""?,La garantía lógica de que cada solicitud recibe una respuesta de éxito o fracaso, independientemente del estado individual de algunos nodos.",3,computo-distribuido
"¿Qué es el problema del ""Consenso Distribuido""?","El desafío lógico de lograr que una colección de nodos independientes, propensos a fallos o retrasos, se pongan de acuerdo unánimemente sobre un único valor o estado.",3,computo-distribuido
Rest para ML,Exponer un modelo de ML previamente entrenado para realizar predicciones en tiempo real.,3,inteligencia-computacional
Ventajas de 2-Tier,Simplicidad y Menos complejidad de diseño,2,Sistema-base-datos
Nivel de aislamiento: Read Committed.,"Evita lecturas sucias, pero permite ""lecturas no repetibles"" (los datos leídos pueden cambiar antes de que termine tu transacción).",2,base-datos
Cola (QUEUE),"Modelo FIFO (First In, First Out)",0,algoritmia
Tienes una matriz de 10,"000 x 10,000 en C++. Iterarla por filas toma 1 segundo, iterarla por columnas toma 45 segundos. Sabiendo que los datos son los mismos, ¿a qué componente de la arquitectura se debe esto?,A la Caché y la Localidad Espacial. Los lenguajes como C++ guardan las matrices en filas contiguas. Al leer por filas, aprovechas los bloques enteros subidos a la Caché. Al leer por columnas, causas un ""Cache Miss"" en cada salto.",1,arquitectura-computadoras
¿Qué es un Árbol de Decisión en Minería de Datos?,"Modelo de clasificación lógico que divide un conjunto de datos en subconjuntos más pequeños utilizando reglas ""If-Then"" secuenciales basadas en las características de la información.",3,computo-distribuido
"¿Cuál es el resultado de la proposición ""P IMPLICA Q"" (P -> Q) si P es Falso y Q es Falso?",Verdadero,0,algoritmia-2
Root Mean Squared Error - RMSE,"Similar al MSE, pero en las mismas unidades que la variable objetivo.",3,inteligencia-computacional
Programacion Dinamica,Divide un problema en subproblemas y guarda los resultados (memorizacion) para no recalcular.,0,algoritmia
Al compartir el mismo espacio de memoria (Heap),"pueden leer y escribir las mismas variables globales directamente, lo que los hace rápidos pero peligrosos (requieren Mutex).",1,arquitectura-computadoras
Cual metrica seria mas adecuada para evaluar un modelo de regresion con muchos outliers?,MAE,3,inteligencia-computacional
¿Qué es la Normalización Min-Max?,Escalar los datos para que queden en un rango fijo (usualmente 0 a 1).,3,computo-inteligente
¿Qué es un Índice Hash?,"Estructura que usa una función hash para búsquedas exactas ultrarrápidas O(1), pero no es útil para buscar por rangos.",2,base-datos
¿Qué es la Clasificación?,Tarea supervisada de asignar objetos a categorías discretas (clases).,3,computo-inteligente
Procesos completo de identificar patrones validos,"novedosos, potencialmente utiles y comprensibles a partir de grandes volumenes de datos.",3,computo-inteligente
Que es el metodo de Kasiski,"Estima la longitud de la llave en cifrados como Vigenère. Analizafragmentos repetidos del ciphertext, ya que estas repeticiones suelen indicar que elmismo segmento del texto original fue cifrado con la misma parte de la llave",2,ciberseguridad
Consideraciones en produccion de REST,Validacion estricta de entrada,3,inteligencia-computacional
Complejidad Temporal,Medida de cuánto tiempo tarda un algoritmo en función del tamaño de entrada,0,algoritmia
Estructura de criptosistema,Entrada,2,ciberseguridad
Normalización y sus objetivos,"Eliminar datos redundantes, Asegurar la integridad de datos y Mejorar la eficiencia de consultas",2,Sistema-base-datos
¿Cuál es la filosofía del Paradigma Declarativo?,Enfocarse en el qué. Se describe lógicamente el resultado deseado sin especificar los pasos de control de flujo subyacentes (ej. consultas SQL o HTML).,2,lenguajes-programacion
Como funciona la arquitectura Cliente-Servidor?,Un proceso (cliente) solicita un servicio y otro proceso (servidor) atiende la peticion y devuelve una respuesta.,3,computo-inteligente
¿Qué es la Consistencia (ACID)?,"Garantía de que la transacción lleva la BD de un estado válido a otro, respetando constraints y triggers.",2,base-datos
"¿Qué es el ""Duck Typing"" (Tipado Pato)?","Semántica dinámica donde el tipo u objeto real no es importante; lo que importa es si implementa lógicamente los métodos y propiedades requeridos en tiempo de ejecución (""Si camina como pato..."").",2,lenguajes-programacion
Arreglos (Arrays),Coleccion indexada de tamano fijo.,0,algoritmia
¿Qué estructura de datos es la más eficiente para buscar una coincidencia exacta de un ID en memoria?,Una Tabla Hash (complejidad promedio O(1)),0,algoritmia-2
¿Cuál es el objetivo principal de la Normalización?,"Minimizar la redundancia de datos y prevenir anomalías de inserción, actualización y borrado.",2,base-datos
¿Qué es un lenguaje de Tipado Débil (Weak Typing)?,"Un diseño permisivo que realiza conversiones o coerciones de tipo implícitas para intentar resolver una operación (ej. tratar 1 + ""2"" como ""12"").",2,lenguajes-programacion
Seguridad en terminos sencillos es dificil porque?,"Se centra en que ""cosas"" malas nunca suceden, por lo que se debe conocer cuales o que son esas cosas malas.",2,ciberseguridad
¿Qué es una Tabla Hash (Hash Table / Dictionary)?,"Estructura que mapea lógicamente llaves a valores utilizando una función hash para calcular un índice subyacente, logrando accesos de lectura/escritura muy rápidos.",0,algoritmia-2
Características de bdd,"Integridad de Datos, Acceso Concurrente, Independencia de Datos",2,Sistema-base-datos
Que es un cliente Movil?,"funcionar en dispositivos móviles con recursos limitados. Ejemplos: Aplicaciones móviles, navegadores móviles.",2,Sistema-base-datos
Que es un servidor de correo?,"Gestiona,envio,recepcio y almacen de correos.(microsoft,postfix,sendmail)",2,Sistema-base-datos
Modelo ER:,"Herramienta para modelar los datos y susrelaciones en una bdd. Se indican las tablas ,atributos y sus relaciones.",2,Sistema-base-datos
Los SO modernos usan bibliotecas dinámicas compartidas (.dll,.so). Mapean lógicamente la misma ubicación física en la RAM a los espacios virtuales de ambos procesos para ahorrar memoria.,1,arquitectura-computadoras
Subclase / Clase Hija:,La clase que hereda de otra.,2,programacion-objetos
En la composición,"si se destruye el objeto ""Padre"", se destruyen los objetos ""Hijos"".,Verdadero",2,programacion-objetos
"¿Qué es el ""Código Intermedio"" (Intermediate Representation - IR)?","Un lenguaje de bajo nivel independiente del hardware (como el bytecode de Java). Permite aislar el lexer/parser del generador de código máquina, facilitando que el compilador soporte múltiples arquitecturas de CPU.",1,arquitectura-computadoras
Al estar normalizadas sus dimensiones,"se reduce la redundancia, sacrificando velocidad de consulta.",2,base-datos
¿Cuál es la principal ventaja de BFS?,Es completo y encuentra la solución óptima si todos los costos de paso son iguales.,3,computo-inteligente
Proposicion,Enunciado que puede ser Verdadero o Falso,0,algoritmia
¿Qué es un Analizador Sintáctico (Parser)?,"Es la segunda fase. Toma los tokens del lexer y verifica si su orden es válido según las reglas gramaticales del lenguaje, construyendo un Árbol de Sintaxis Abstracta (AST).",1,arquitectura-computadoras
Que tipo de problemas resuelve mejor un algoritmo de busqueda como A?,"Problemas de navegacion, planificacion de rutas o juegos donde se conoce el estado inicial, el final y el costo de movimiento.",3,computo-inteligente
Esto evita que el motor tenga que hacer búsquedas físicas en la tabla principal (Key Lookups),maximizando la velocidad.,2,base-datos
Que es un Getter?,Metodo para leer el valor de un atributo privado,2,programacion-objetos
Que es un Sistema de Archivos Distribuidos (DFS),Permite a multiples usuarios acceder y compartir archivos almacenados en diferentes nodos de una red de forma transparente.,3,computo-inteligente
¿Qué es el Middleware?,Capa de software que conecta aplicaciones y permite la comunicación en sistemas distribuidos.,3,computo-inteligente
"¿Qué es el ""Swapping"" (Intercambio)?",El proceso por el cual el SO mueve temporalmente páginas completas de memoria de un proceso inactivo desde la RAM al disco duro (Swap space) para liberar RAM física.,1,arquitectura-computadoras
"¿Qué es una ""Race Condition"" (Condición de Carrera)",Un fallo de diseño concurrente donde el resultado final de un sistema depende del orden temporal impredecible en que se ejecutan múltiples hilos que acceden a una memoria compartida.,1,arquitectura-computadoras
Se pueden sobrecargar los constructores,Verdadero,2,programacion-objetos
¿Qué es el Scale-Out (Horizontal)?,"Incrementar la capacidad del sistema integrando lógicamente más nodos a la red distribuida, repartiendo la carga de trabajo entre ellos.",3,computo-distribuido
Una empresa de logística tiene una tabla Envios que está en 3NF. Para cada envío,"necesitan consultar constantemente el costo total basado en la distancia, peso y tarifas aplicables. La tabla Envios se consulta con mucha frecuencia, pero se actualiza raramente. ¿Qué acción de desnormalización podría mejorar la eficiencia de estas consultas?,Agregar una columna de CostoTotal en la tabla Envios, calculada y actualizada al momento de insertar o modificar un registro.",2,Sistema-base-datos
Proposito de servidor,Proporciona recursos o servicios.,2,Sistema-base-datos
¿Qué es un Árbol AVL?,"Un árbol binario de búsqueda auto-balanceado. Lógicamente garantiza que la diferencia de altura entre los subárboles de cualquier nodo nunca sea mayor a 1, manteniendo tiempos O(log N).",0,algoritmia-2
¿Qué es un lenguaje de Tipado Fuerte (Strong Typing)?,Un diseño estricto donde el lenguaje prohíbe las conversiones de tipo implícitas que puedan causar comportamientos inesperados (ej. prohibido sumar un int con un string),2,lenguajes-programacion
El lenguaje en el que trabajas usa un Stack en memoria para rastrear llamadas a funciones. Una función entra en un ciclo infinito de recursividad y el programa explota. ¿Cómo se llama esta falla lógica?,Stack Overflow (Desbordamiento de pila).,0,algoritmia-2
¿Qué caracteriza a un problema NP-Completo?,"Es un problema NP al cual cualquier otro problema NP puede ser reducido o traducido en tiempo polinómico. Si resuelves uno rápidamente, los resuelves todos.",0,algoritmia-2
¿Qué es un Grafo?,Estructura de datos no lineal compuesta por vértices (nodos) y aristas (conexiones lógicas entre los nodos).,0,algoritmia-2
¿Qué es un Mutex (Mutual Exclusion)?,"Un mecanismo de sincronización lógico (un ""candado""). Solo un hilo puede poseer el Mutex a la vez para acceder a una Sección Crítica; los demás hilos deben esperar a que se libere.",1,arquitectura-computadoras
Protecicon brindada a un sistema de informacion para alcanzar los objetivos aplicables de preservar la integridad,disponibilidad y confidencialidad,2,ciberseguridad
Un esquema Snowflake gasta menos espacio en disco que un Star Schema,Verdadero,2,base-datos
Que es serializar un modelo?,Convertir objeto en memoria a formato que pueda guardarse en disco y reconstruirse posteriormente,3,inteligencia-computacional
Composición,"Relación ""Tiene-un"" fuerte donde la parte NO puede existir sin el todo (ej. Habitación y Casa).",2,programacion-objetos
Abstraccion,"Proceso de capturar solo los detalles relevantes de un objeto para un contexto determinado, ignorando lo relevante",2,programacion-objetos
Agregar 15 índices a una tabla acelerará todas las operaciones del sistema,Falso.,2,base-datos
¿Qué es el Underfitting (Subajuste)?,Cuando el modelo es demasiado simple para capturar la tendencia subyacente de los datos.,3,computo-inteligente
Que es un constructor?,Metodo especial que se ejectua automaticamente al instanciar un objeto,2,programacion-objetos
Minería de Datos (Supervisado): ¿Cuál es el objetivo lógico de la Regresión?,Predecir un valor numérico continuo basado en variables independientes (ej. Predecir el precio en dólares de una casa).,3,computo-distribuido
Que es un objeto?,Instancia de una clase que combina estado/atributos y comportamientos/metodos,2,programacion-objetos
¿Qué es la Transparencia de Red?,El usuario no percibe que los recursos están distribuidos; el sistema parece una sola entidad.,3,computo-inteligente
Aumentar la memoria Caché L1 infinitamente hará que el procesador sea infinitamente rápido.,Falso,1,arquitectura-computadoras
Tienes un array de 5 millones de registros de usuarios,"y está garantizado que los IDs están ordenados. Necesitas buscar el usuario ID 4000,¿Qué algoritmo utilizas para no colapsar la memoria? A: Búsqueda Binaria (O(log N))",0,algoritmia-2
Diseñando una red social global,"prefieres que los usuarios puedan dar ""Like"" sin interrupciones (alta disponibilidad) aunque un servidor en Asia tarde unos segundos en ver ese Like (sacrificas consistencia inmediata). ¿Qué modelo estás aplicando?,Modelo AP del teorema CAP, utilizando consistencia eventual.",2,base-datos
Ejemplos: país,"sexo, tipo de contrato",3,inteligencia-computacional
¿Qué es un RPC (Remote Procedure Call)?,Protocolo que permite a un programa ejecutar código en otra máquina sin preocuparse por la red.,3,computo-inteligente
¿Qué es la dependencia funcional en una base de datos relacional?,Cuando el valor de un atributo determina el valor de otro atributo,2,Sistema-base-datos
Su funcion principal es proteger contra ataques de fuerza bruta,haciendo inviable probar todas las combinaciones posibles,2,ciberseguridad
¿Qué es la Disponibilidad (Availability)?,Proporción de tiempo que un sistema está operativo y accesible.,3,computo-inteligente
"¿Qué es un ""Centroide""?",El punto central (promedio) de un cluster en el espacio de datos.,3,computo-inteligente
El polimorfismo requiere que haya herencia o implementación de interfaces,Verdadero,2,programacion-objetos
Qué es la Segmentación en memoria?,"División lógica de la memoria en bloques de tamaño variable, basados en la estructura del programa (ej. un segmento para el código fuente, otro para variables globales, otro para la pila).",1,arquitectura-computadoras
"Un banco detecta que el 99.9% de las transacciones son legítimas y el 0.1% es fraude. Si tu modelo predice siempre ""Legítimo""","tiene 99.9% de exactitud (Accuracy). ¿Por qué este modelo es inútil?,Porque frente a datos desbalanceados, la métrica de exactitud es engañosa. Lógicamente, falló en detectar el 100% de los casos que realmente importaban (el fraude).",3,computo-distribuido
¿Qué es la recursividad?,El proceso arquitectónico donde una función se llama a sí misma dentro de su propia definición para resolver una instancia más pequeña del mismo problema.,0,algoritmia-2
¿Cuál es la principal desventaja de BFS?,Su alta complejidad de memoria (exponencial).,3,computo-inteligente
¿Qué es el Algoritmo de Dijkstra?,Un algoritmo de grafos utilizado para encontrar lógicamente el camino más corto desde un nodo origen hacia todos los demás nodos en un grafo ponderado con pesos no negativos,0,algoritmia-2
Que es criptografia?,Estudio de un secreto (kryptos) escrito (graphe),2,ciberseguridad
La palabrada reservada this; hace referencia a la instancia actual del objeto,Verdadero,2,programacion-objetos
El patrón arquitectónico de Microservicios reduce drásticamente la complejidad de la red y el monitoreo frente a un Monolito,Falso,3,computo-distribuido
"¿Qué es un ""Cache Miss""?","Ocurre cuando la CPU busca un dato en la memoria caché y no lo encuentra, viéndose forzada a ir a buscarlo a una memoria más lenta (caché de nivel inferior o RAM).",1,arquitectura-computadoras
Dos servidores distribuidos (A y B) reciben una solicitud para debitar fondos casi al mismo instante. Sus relojes físicos marcan A: 10:01.002 y B: 10:01.001. ¿Puede el sistema confiar ciegamente en esos relojes para determinar el orden real de las operaciones?,No,3,computo-distribuido
Generalización,Proceso de extraer características comunes de varias clases para crear una superclase,2,programacion-objetos
Eliminar: Si cantidad de elementos faltantes es minima,se puede eliminar las filas sin valor.,3,inteligencia-computacional
¿Qué es un Deadlock (Interbloqueo)?,"Situación de concurrencia donde dos o más transacciones se bloquean mutuamente esperando recursos que la otra tiene, requiriendo intervención del motor.",2,base-datos
Para un modelo de deteccion de fraude bancario,"que metrica debera ser optimizada?,Recall",3,inteligencia-computacional
¿Qué significa que una función sea Inyectiva (Uno a Uno)?,Cada elemento del dominio lógico se mapea a un elemento único y distinto en el codominio. Dos entradas distintas no pueden generar la misma salida.,0,algoritmia-2
¿Qué es un Analizador Léxico (Lexer o Scanner)?,"Es la primera fase del compilador. Lee el código fuente carácter por carácter y agrupa los símbolos en unidades con significado lógico llamadas ""Tokens"" (ej. identificadores, palabras reservadas).",1,arquitectura-computadoras
Proceso formal de evaluacion de riesgo (segun NIST),Identificar activos,2,ciberseguridad
Lista de Adyacencia,Representacion de grafos donde cada nodo guarda una lista de sus vecinos.,0,algoritmia
Asociación,Relación general donde un objeto usa o interactúa con otro,2,programacion-objetos
Que hacer cuando haya valores faltantes?,"Reemplazar: valores faltantes con algun otro valor, normal usar media o mediana en columnas numericas o la moda en variables categoricas.",3,inteligencia-computacional
¿Cuál de las siguientes es una característica de una relación en Quinta Forma Normal (5NF)?,Está libre de dependencias de unión no triviales.,2,Sistema-base-datos
El modificador static hace que una variable sea compartida por todos los hilos y objetos de esa clase,Verdadero,2,programacion-objetos
Como funciona Breadth-First Search (BFS) y que estructura de datos utiliza?,Explora nivel por nivel todos los vecinos antes de pasar al siguiente nivel de profundidad.,3,computo-inteligente
"¿En qué consiste el paradigma de diseño ""Divide y Vencerás""?","En dividir un problema complejo en subproblemas más pequeños del mismo tipo, resolverlos (usualmente por recursividad) y combinar sus resultados lógicos.",0,algoritmia-2
¿Qué es un Montículo Binario (Binary Heap)?,Un árbol binario completo que satisface la propiedad del montículo: el nodo padre siempre es mayor o igual (Max-Heap) o menor o igual (Min-Heap) que sus hijos.,0,algoritmia-2
Busqueda Binaria,Cantidad de memoria extra que usa un algoritmo,0,algoritmia
Una llamada al sistema (System Call) consume más ciclos de reloj que la ejecución de una función normal,Verdadero,1,arquitectura-computadoras
En un diseño P2P puro,no existe ninguna autoridad central. Toda la validación debe resolverse de manera distribuida.,3,computo-distribuido
Sigue siendo una sola Llave Primaria,pero está conformada por la combinación de dos o más columnas.,2,base-datos
Que dice CIA,"Parkerian Hexad y Responsabilidad,Cia dice que debe protegerse",2,ciberseguridad
Que es una vulnerabilidad,debilidad en el sistema que pueden ser utilizadas para causar perdidas o daños.,2,ciberseguridad
¿Cuál es la diferencia principal entre entidades fuertes y entidades débiles?,"Las entidades fuertes tienen una clave primaria independiente, mientras que las entidades débiles dependen de una entidad fuerte para su identificación",2,Sistema-base-datos
Metodos HTTP,Get - obtener recursos,3,inteligencia-computacional
Que es la escalabilidad Horizontal (Scaling Out),Incrementar la capacidad del sistema añadido mas nodos o maquinas a la red.,3,computo-inteligente
¿Qué es la dependencia funcional en una base de datos relacional?,Cuando el valor de un atributo determina el valor de otro atributo,2,Sistema-base-datos
La instrucción TRUNCATE registra el borrado fila por fila en el log de transacciones.,Falso,2,base-datos
Es especialmente útil para proveer inferencias como servicio o integrar modelos en sistemas másgrandes,sin necesidad de compartir el código del modelo o los datos de entrenamiento.,3,inteligencia-computacional
¿Qué es la Transformación de datos?,"Convertir datos a formatos adecuados (normalización, agregación).",3,computo-inteligente
Qué diferencia a la Arquitectura Harvard de la Von Neumann,"La Arquitectura Harvard tiene memorias y buses físicamente separados para los datos y para las instrucciones, permitiendo lectura simultánea.",1,arquitectura-computadoras
"Si dos procesos diferentes cargan la librería estándar ""stdio.h"" (o similar)","el Sistema Operativo carga dos copias idénticas en la memoria RAM física,Falso",1,arquitectura-computadoras
Cuales son formas de evaluar modelos de clasificacion?,Matriz de confusion,3,inteligencia-computacional
Que es una Amenaza?,Conjunto de circunstancias potenciales que podrian causar daño o perdida. La amenaza perpetra un ataque al sistema,2,ciberseguridad
Una red P2P pura centraliza la validación de la autenticación de usuarios para mejorar la seguridad arquitectónica,Falso,3,computo-distribuido
¿Cuál es el objetivo arquitectónico del Encapsulamiento?,"Ocultar el estado interno de un objeto y exigir que toda interacción ocurra a través de interfaces lógicas (métodos), protegiendo la integridad de los datos",2,lenguajes-programacion
Cuando usar ONNX y cuando Joblib,ONNX,3,inteligencia-computacional
"¿Qué es el ""Ruido"" en los datos?",Errores aleatorios o varianza innecesaria que dificultan la extracción de patrones.,3,computo-inteligente
Que es un modelo de ML,Representa una funcion que puede ser utilizada para predecir nuevos valores.,3,inteligencia-computacional
¿Qué es el PCB (Process Control Block)?,"Una estructura de datos en el Kernel que guarda todo el estado de un proceso (ID, registros de CPU, estado actual, punteros de memoria) para poder pausarlo y reanudarlo sin perder información.",1,arquitectura-computadoras
Codificacion categorica,OneHotEncoder,3,inteligencia-computacional
¿Cuál es la diferencia entre KDD y Minería de Datos?,KDD es el proceso completo; la Minería de Datos es solo la etapa donde se aplican los algoritmos.,3,computo-inteligente
¿Qué diferencia a un entorno episódico de uno secuencial?,"En el episódico, la acción actual no afecta decisiones futuras; en el seEuencial, las acciones tienen consecuencias a largo plazo.",3,computo-inteligente
Usuario final en un bdd,buscan satisfacer necesidades de informacion,2,Sistema-base-datos
Complejidad Espacial,Cantidad de memoria extra que usa un algoritmo,0,algoritmia
Que son los controles fisicos,Proteger la infraestructura - reduce superficie de ataque fisica,2,ciberseguridad
"¿Qué significa que una heurística sea ""Consistente""?","Que para cada nodo $n$ y cada sucesor $n'$, el costo estimado hacia la meta no sea mayor que el costo de ir a $n'$ más el costo estimado desde $n'$.",3,computo-inteligente
R^2,Proporcion de la varianza en la variable dependiente que es predecir a partir de las variables independientes.,3,inteligencia-computacional
Tecnicas basicas de feature engineering,Escalado,3,inteligencia-computacional
Definicion y objetivo de ataques pasivos,Atacante monitorea o intercepta la informacion sin alterarla.,2,ciberseguridad
Diferencia,Elementos en A que NO estan en B,0,algoritmia
Iniciativa de Cliente,Usualmente la inicia comunicacion con servidor.,2,Sistema-base-datos
Tienes un sistema bancario. Transferir fondos implica restar a A y sumar a B. ¿Qué estructura lógica debes implementar para evitar saldos fantasmas si falla la red?,Envolver ambas operaciones en un bloque de Transacción (BEGIN TRAN ... COMMIT / ROLLBACK) para garantizar la Atomicidad.,2,base-datos
¿Qué es el Thrashing (Hiperpaginación)?,"Colapso del rendimiento donde el sistema pasa más tiempo intercambiando páginas entre la RAM y el disco (Swapping) que ejecutando instrucciones reales, causado por falta de memoria RAM física.",1,arquitectura-computadoras
Caso práctico: Si insertas 10,"5, 15; el 5 va a la izquierda del 10 y el 15 a la derecha",0,algoritmia
